,Symbol,Name,Exchange,Country,Sector,Revenue,RevenueYoY,LastClose,PE
10,SEO:005800,ShinYoung Wacoal Inc.,Korea Stock Exchange,South Korea,Consumer Cyclicals,150615977.0966674,-0.0004497,103.24196351862288,38.81761
11,SEO:009770,"Sam Jung Plup Co., Ltd",Korea Stock Exchange,South Korea,Consumer Non-Cyclicals,123831965.27576724,-0.0049859,25.68355403926397,7.5937
12,SEO:015230,"Daechang Forging Co., Ltd.",Korea Stock Exchange,South Korea,Industrials,223808436.26303223,-0.0461009,6.44839149190087,5.60248
13,SEO:029530,Sindoh Co Ltd,Korea Stock Exchange,South Korea,Technology,284208454.52839726,-0.2135946,27.75685576566254,40.29737
14,SEO:088790,Jindo Co Ltd,Korea Stock Exchange,South Korea,Consumer Cyclicals,46094456.37707161,-0.3005358,2.82646031272295,
15,SEO:092440,Kishin Corporation,Korea Stock Exchange,South Korea,Industrials,108708456.23781341,0.0305666,3.6134687231518,10.99986
16,SEO:123700,SJM Co Ltd,Korea Stock Exchange,South Korea,Consumer Cyclicals,117348031.46855669,-0.1208579,4.03236029644457,12.40701
17,SHA:600260,Kaile Science and Technology Co Ltd Hbe,Shanghai Stock Exchange,China,Technology,1320221652.68717,-0.4640862,0.39919229574402,
18,SHA:600382,"Guangdong Mingzhu Group Co., Ltd.",Shanghai Stock Exchange,China,Real Estate,88269602.36098166,-0.520886,0.5793724759242,14.89022
19,SHA:600657,Cinda Real Estate Co Ltd,Shanghai Stock Exchange,China,Real Estate,4017365641.503573,0.3278202,0.53898726312519,9.27163
20,SHA:600665,"Tande Co., Ltd.",Shanghai Stock Exchange,China,Real Estate,823804753.0288908,-0.0514529,0.47064305684995,4.90927
21,SHA:600708,Bright Real Estate Group Co Ltd,Shanghai Stock Exchange,China,Industrials,2327547374.961168,0.0649255,0.35725380552967,46.72897
22,SHE:000965,Tianjin Tianbao Infrastructure Co..Ltd.,Shenzhen Stock Exchange,China,Real Estate,127326871.69928548,-0.3259411,0.37123330226779,
23,SHE:002146,"Risesun Real Estate Development Co., Ltd",Shenzhen Stock Exchange,China,Real Estate,11107691829.760796,0.008453,0.72072072072072,2.84619
24,SIN:1D5,Capital World Ltd,Singapore Exchange Securities Trading,Malaysia,Real Estate,744622.7777610656,-0.978102,,
25,SIN:1F0,shopper360 Ltd,Singapore Exchange Securities Trading,Malaysia,Consumer Cyclicals,36877781.72234985,-0.0586734,0.09198918489088,7.2249
26,SIN:1J0,SLB Development Ltd,Singapore Exchange Securities Trading,Singapore,Real Estate,31444362.017804157,-0.0818568,0.07566765578635,6.97198
27,SIN:42L,TLV Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Consumer Cyclicals,71834569.7329377,,0.04821958456973,15.01155
28,SIN:42W,China Star Food Group Ltd,Singapore Exchange Securities Trading,Singapore,Consumer Non-Cyclicals,44342412.906745695,-0.1165652,0.01928799923536,
29,SIN:43Q,Advancer Global Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,41833086.05341247,-0.2051336,0.0986646884273,20.84639
30,SIN:504,Hs Optimus Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Consumer Cyclicals,13576683.976261128,0.2425399,0.00296735905045,10.0
31,SIN:575,ASTI Holdings Limited,Singapore Exchange Securities Trading,Singapore,Technology,42318991.09792285,-0.1348146,0.02373887240356,11.30742
32,SIN:580,Santak Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,8772255.192878338,-0.1080991,0.06676557863501,
33,SIN:5AB,Trek 2000 International Ltd,Singapore Exchange Securities Trading,Singapore,Technology,25366038.575667653,0.012808,0.07566765578635,70.71744
34,SIN:5AU,AP Oil International Ltd,Singapore Exchange Securities Trading,Singapore,Basic Materials,42395400.59347181,-0.0905778,0.12166172106825,10.72596
35,SIN:5GF,Nico Steel Holdings Limited,Singapore Exchange Securities Trading,Singapore,Basic Materials,17275422.84866469,0.2331878,0.00074183976261,5.29886
36,SIN:5IC,Sing Holdings Limited,Singapore Exchange Securities Trading,Singapore,Real Estate,128413946.58753708,-0.452827,0.2893175074184,13.00433
37,SIN:5MD,Soon Lian Holdings Limited,Singapore Exchange Securities Trading,Singapore,Basic Materials,24797477.74480712,0.073477,0.08902077151335,3.62538
38,SIN:5OC,Koyo International Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,12508160.237388724,-0.1528413,0.04673590504451,16.49215
39,SIN:5PC,Goodland Group Ltd,Singapore Exchange Securities Trading,Singapore,Real Estate,20017114.24332344,2.340154,0.10385756676558,
40,SIN:5PF,Jason Marine Group Limited,Singapore Exchange Securities Trading,Singapore,Technology,22365727.00296736,-0.001821,0.09792284866469,
41,SIN:5PL,SBI Offshore Limited,Singapore Exchange Securities Trading,Singapore,Energy,7002.967359050444,-0.6818182,0.02818991097923,
42,SIN:5QY,Net Pacific Financial Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Financials,444077.78064614075,-0.0857597,0.02299767991986,
43,SIN:5RC,ES Group (Holdings) Limited,Singapore Exchange Securities Trading,Singapore,Industrials,13006721.068249257,-0.3703051,0.05192878338279,
44,SIN:5RE,Asia Vets Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Healthcare,3207114.243323442,0.1353511,0.04525222551929,
45,SIN:5UA,Luminor Financial Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Real Estate,5805732.280612139,0.2611175,0.09421445780351,
46,SIN:5UN,Sincap group Ltd,Singapore Exchange Securities Trading,Singapore,Energy,3813793.8334248625,-0.9257529,0.00370923062219,
47,SIN:5VC,KORI Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,10934465.87537092,-0.1461848,0.10608308605341,11.33122
48,SIN:5WG,Singapore Kitchen Equipment Ltd,Singapore Exchange Securities Trading,Singapore,Consumer Cyclicals,16477002.96735905,-0.3273937,0.04376854599407,72.83951
49,SIN:5WV,Asiaphos Ltd,Singapore Exchange Securities Trading,Singapore,Basic Materials,627596.4391691395,-0.1697743,0.01186943620178,
50,SIN:A13,Allied Technologies Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,81129821.95845698,-0.1134001,,
1,SIN:A55,Asia Enterprises Holding Limited,Singapore Exchange Securities Trading,Singapore,Basic Materials,31739614.24332344,0.0631134,0.11275964391691,32.54818
2,SIN:A75,Ace Achieve Infocom Limited,Singapore Exchange Securities Trading,China,Technology,1491466.7962582824,0.9728786,,
3,SIN:AVX,HL Global Enterprises Limited,Singapore Exchange Securities Trading,Singapore,Consumer Cyclicals,3480712.1661721068,-0.3357871,0.21513353115727,
4,SIN:AWC,Brook Crompton Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,33279673.59050445,-0.0393173,0.4673590504451,9.99524
5,SIN:AWE,SP Corporation Limited,Singapore Exchange Securities Trading,Singapore,Industrials,21833827.893175077,-0.6837853,0.51557863501484,39.26554
6,SIN:AWK,Fuxing China Group Limited,Singapore Exchange Securities Trading,China,Consumer Cyclicals,108405380.68709251,-0.0577775,0.57122151581656,
7,SIN:AZR,United Food Holdings Limited,Singapore Exchange Securities Trading,China,Consumer Non-Cyclicals,1508714.718651445,-0.6794918,0.03189938335079,
8,SIN:B07,NGSC Ltd,Singapore Exchange Securities Trading,Singapore,Technology,0.0,,,
9,SIN:B9S,CosmoSteel Holdings Limited,Singapore Exchange Securities Trading,Singapore,Basic Materials,64359792.284866475,-0.052685,0.06899109792285,12.8453
10,SIN:BAI,Digilife Technologies Ltd,Singapore Exchange Securities Trading,Singapore,Technology,195872403.5608309,-0.0921887,0.97922848664688,
11,SIN:BAZ,Lion Asiapac Limited,Singapore Exchange Securities Trading,Singapore,Basic Materials,14336795.25222552,0.1485796,0.33382789317507,38.96104
12,SIN:BDA,PNE Industries Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,63682492.581602365,-0.1598994,0.63056379821958,17.1856
13,SIN:BDU,Federal International (2000) Ltd.,Singapore Exchange Securities Trading,Singapore,Energy,50550445.10385757,0.0885477,0.0853115727003,
14,SIN:BEI,LHT Holdings Limited,Singapore Exchange Securities Trading,Singapore,Basic Materials,24944362.017804157,-0.1179171,0.48219584569733,16.08115
15,SIN:BEV,Swing Media Technology Group Ltd,Singapore Exchange Securities Trading,Hong Kong,Technology,146235792.42282233,0.0218526,,
16,SIN:BFI,TIONG SENG HOLDINGS LIMITED,Singapore Exchange Securities Trading,Singapore,Industrials,175028189.9109792,-0.4182271,0.1120178041543,
17,SIN:BFU,Tye Soon Ltd,Singapore Exchange Securities Trading,Singapore,Consumer Cyclicals,147059347.1810089,-0.1072381,0.29673590504451,10.83424
18,SIN:BGO,Universal Resource and Services Ltd,Singapore Exchange Securities Trading,Singapore,Energy,8435459.94065282,-0.4240199,,
19,SIN:BJD,VibroPower Corporation Limited,Singapore Exchange Securities Trading,Singapore,Utilities,9119436.201780416,0.1148091,0.04451038575668,1.9861
20,SIN:BKA,Sin Heng Heavy Machinery Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,39582344.21364985,-0.2769074,0.27448071216617,16.34276
21,SIN:BKK,Luxking Group Holdings Limited,Singapore Exchange Securities Trading,China,Basic Materials,78989772.34552546,0.2763172,0.18546153110927,1.14999
22,SIN:BKV,China Shenshan Orchard Holdings Co Ltd,Singapore Exchange Securities Trading,China,Consumer Non-Cyclicals,16664638.459362457,-0.0533393,0.19287999235364,
23,SIN:BLR,Darco Water Technologies Limited,Singapore Exchange Securities Trading,Singapore,Industrials,57924332.34421365,0.043863,0.12685459940653,15.98131
24,SIN:BLZ,Advanced Holdings Limited,Singapore Exchange Securities Trading,Singapore,Energy,43870178.04154303,-0.351255,0.06676557863501,
25,SIN:BRD,Sapphire Corp Limited,Singapore Exchange Securities Trading,Singapore,Industrials,171326395.0542484,-0.3630035,0.06305692057715,4.28496
26,SIN:BTG,HG Metal Manufacturing Ltd.,Singapore Exchange Securities Trading,Singapore,Basic Materials,68021513.35311572,-0.3312938,0.22255192878338,5.03356
27,SIN:BTJ,A-Sonic Aerospace Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,262927967.35905045,0.2831515,0.43768545994065,5.4082
28,SIN:BTX,Anchun International Holdings Ltd,Singapore Exchange Securities Trading,China,Industrials,14588507.895512812,-0.450757,0.17062460862053,
29,SIN:BTY,Full Apex (Holdings) Ltd,Singapore Exchange Securities Trading,Hong Kong,Basic Materials,143227415.21433225,0.0368647,,
30,SIN:I06,Intraco Limited,Singapore Exchange Securities Trading,Singapore,Industrials,100847181.00890207,-0.0091691,0.19658753709199,
31,SIN:IW5,Seroja Investments Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,0.0,,0.05860534124629,
32,SIN:J2T,Hock Lian Seng Holdings Limited,Singapore Exchange Securities Trading,Singapore,Industrials,44686943.62017804,-0.688678,0.17433234421365,11.22254
33,SIN:K1Q,T T J Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,55930267.06231455,-0.0294659,0.12982195845697,18.17238
34,SIN:M11,Manufacturing Integration Technology Ltd,Singapore Exchange Securities Trading,Singapore,Technology,7421364.985163203,0.0184261,0.0459940652819,2.69917
35,SIN:MF6,Mun Siong Engineering Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,34813798.21958457,-0.3347179,0.0393175074184,147.2222
36,SIN:N0Z,Combine Will International Holdings Ltd,Singapore Exchange Securities Trading,China,Consumer Cyclicals,123050199.20219415,-0.4578133,0.66396527510574,4.10286
37,SIN:N32,Nippecraft Limited,Singapore Exchange Securities Trading,Singapore,Basic Materials,143047997.03264093,0.1858508,0.03412462908012,
38,SIN:NHD,Jubilee Industries Holdings Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,107563798.21958455,0.0833614,0.04376854599407,
39,SIN:P36,Pan Hong Holdings Group Ltd,Singapore Exchange Securities Trading,Hong Kong,Real Estate,208275302.42024925,1.08246,0.1439181481408,1.71476
40,SIN:QS9,Global Invacom Group Ltd,Singapore Exchange Securities Trading,Singapore,Technology,103058011.8694362,-0.2338208,0.07121661721068,17.71558
41,SIN:RF1U,RHT Health Trust,Singapore Exchange Securities Trading,Singapore,Real Estate,0.0,,,
42,SIN:S69,Serial System Ltd,Singapore Exchange Securities Trading,Singapore,Industrials,731400000.0,-0.0760917,0.09124629080119,7.71965
43,SIN:S9B,Amcorp Global Ltd,Singapore Exchange Securities Trading,Singapore,Real Estate,14962908.011869436,,0.06899109792285,
44,SIN:T4B,Sino Grandness Food Industry Group Ltd,Singapore Exchange Securities Trading,China,Consumer Non-Cyclicals,455809917.7764462,-0.1689649,0.01483692248874,0.45397
45,SOE:MON,Mobiliaria Monesa SA,Infobolsa Spanish Outcry equities,Spain,Financials,0.0,,,
46,SOE:MYD,Minerales y Productos Derivados SA,Infobolsa Spanish Outcry equities,Spain,Basic Materials,337631823.0301906,-0.1475979,,
47,SOE:TRH,TR Hotel Jardin del Mar SA,Infobolsa Spanish Outcry equities,Spain,Consumer Cyclicals,474296.24820294016,-0.8688297,,
48,STO:ASAP,Asarina Pharma AB (publ),Stockholm Stock Exchange,Sweden,Healthcare,0.0,,0.29069430771903,
49,STO:CNCJO B,Concejo AB (publ),Stockholm Stock Exchange,Sweden,Financials,29613758.75846893,-0.098378,7.82905784932538,
50,STO:EOS,EnergyO Solutions Russia AB,Stockholm Stock Exchange,Sweden,Utilities,-16614858.995888585,-2.282493,2.10782326712606,
1,STO:IDOGEN,Idogen AB,Stockholm Stock Exchange,Sweden,Healthcare,0.0,,0.22468006253981,
2,SWF:PEDU,Perrot Duval Holding S.A.,SIX Swiss Exchange,Switzerland,Industrials,35112097.90967183,-0.3284098,,11.39217
3,SWF:ZWM,Zwahlen + Mayr SA,SIX Swiss Exchange,Switzerland,Basic Materials,45375284.306292646,-0.268069,197.11902956785443,
4,TLV:GFC-L,GFC Green Fields Capital Ltd,Tel Aviv Stock Exchange,Israel,Consumer Non-Cyclicals,0.0,,3.41561869274957,
5,TLV:HMAM,Hamama Meir Trading (1996) Ltd,Tel Aviv Stock Exchange,Israel,Consumer Non-Cyclicals,83081509.08244061,-0.1707273,1.2342803912436,6.37602
6,TLV:LPHL.L,Lapidoth-Heletz LP,Tel Aviv Stock Exchange,Israel,Energy,0.0,-1.0,0.46638720695544,14.85658
7,TLV:SVRT,Savoreat Ltd,Tel Aviv Stock Exchange,Israel,Technology,0.0,,21.17062567924235,
8,TLV:UNCT.L,Unicorn Technologies LP,Tel Aviv Stock Exchange,Israel,Financials,0.0,,0.37385499146095,63.83881
9,TPE:1315,Tah Hsin Industrial Corp,Taiwan Stock Exchange,Taiwan,Consumer Cyclicals,79683910.09632535,-0.0848394,2.17623974313236,
10,TPE:1337,Asia Plastic Recycling Holding Ltd,Taiwan Stock Exchange,China,Basic Materials,35967070.99536211,-0.1988581,0.25330003567606,
11,TPE:1340,Victory New Materials Ltd Co,Taiwan Stock Exchange,China,Consumer Cyclicals,23417980.734926865,-0.4326768,0.36567962896896,
12,TPE:1453,"Ta Jiang Co., Ltd.",Taiwan Stock Exchange,Taiwan,Consumer Cyclicals,7827720.299678915,3.901944,0.3018194791295,27.58846
13,TPE:2536,Hung Poo Real Estate Development Co Ltd,Taiwan Stock Exchange,Taiwan,Real Estate,141899750.26757047,0.3782375,0.75276489475562,27.39228
14,TPE:2537,We + Win Development Co Ltd,Taiwan Stock Exchange,Taiwan,Real Estate,52669853.72814841,0.8718505,0.3346414555833,
15,TPE:2929,TOPBI International Holdings Ltd,Taiwan Stock Exchange,Taiwan,Consumer Cyclicals,100192044.23831607,-0.6083074,0.4405993578309,
16,TPE:3052,Apex Science + Engineering Corp,Taiwan Stock Exchange,Taiwan,Industrials,186143096.68212628,-0.0722356,0.37459864430967,8.97129
17,TPE:3432,Tai Twun Enterprise Co Ltd,Taiwan Stock Exchange,Taiwan,Technology,1124973.2429539778,-0.4078755,0.4495183731716,29.56428
18,TPE:5515,"Chien Kuo Construction Co., Ltd.",Taiwan Stock Exchange,Taiwan,Industrials,241270709.95362112,0.4168869,0.46378879771673,7.84077
19,TPE:5521,Kung Sing Engineering Corporation,Taiwan Stock Exchange,Taiwan,Industrials,255430966.82126293,0.6716999,0.30039243667499,
20,TPE:8429,Jinli Group Holdings Ltd,Taiwan Stock Exchange,Cayman Islands,Consumer Cyclicals,13494648.590795577,-0.8182182,0.44416696396718,
21,TPE:9188,Yorkey Optical International(Cayman)Ltd,Taiwan Stock Exchange,Hong Kong,Technology,49717552.62219051,-0.1967432,0.10631466286122,
22,TPE:9946,San Far Property Ltd,Taiwan Stock Exchange,Taiwan,Real Estate,53220549.41134498,-0.7062941,0.52978951123796,72.57
23,TPO:2599,Le Young Construction Co Ltd,Gre Tai Security Market,Taiwan,Real Estate,25186692.829111665,-0.3665024,0.48519443453443,30.8642
24,TPO:3489,Sun Brothers Development Co Ltd,Gre Tai Security Market,Taiwan,Real Estate,62620299.67891545,0.9447427,0.42811273635391,20.10656
25,TPO:4432,Hakers Enterprise Co Ltd,Gre Tai Security Market,Taiwan,Consumer Cyclicals,55978772.74348912,-0.1463359,0.54405993578309,
26,TPO:4745,COWEALTH MEDICAL HOLDING CO LTD,Gre Tai Security Market,Cayman Islands,Healthcare,168460185.51551908,0.0121774,0.83481983589012,20.21563
27,TPO:4905,Tainet Communication System Corp.,Gre Tai Security Market,Taiwan,Technology,2300000.0,0.0075328,1.81234391723154,10.72821
28,TPO:4909,New Era Electronics Co Ltd,Gre Tai Security Market,Taiwan,Industrials,24306207.634677127,-0.1267686,0.70638601498395,
29,TPO:5206,Kunyue Development Co Ltd,Gre Tai Security Market,Taiwan,Real Estate,97569925.08027114,0.2345935,0.59400642169105,9.76906
30,TPO:6122,King Polytechnic Engineering Co Ltd,Gre Tai Security Market,Taiwan,Industrials,65510881.198715664,-0.0465784,0.38173385658223,403.7736
31,TPO:8043,Honey Hope Honesty Enterprise Co Ltd,Gre Tai Security Market,Taiwan,Industrials,206087798.78701392,0.0760274,0.86157688191224,20.8283
32,TPO:8096,CoAsia Electronics Corp,Gre Tai Security Market,Taiwan,Technology,957993935.0695683,0.1792346,0.43346414555833,16.08781
33,TSE:AAB,Aberdeen International Inc.,Toronto Stock Exchange,Canada,Financials,4599878.7094687475,0.5069804,0.12937656666936,1.90024
34,TSE:CGAA,CI First Asset Global Asset Alcation ETF,Toronto Stock Exchange,,Financials,-1791056.8448289805,-1.435081,20.06145386916795,
35,TSE:FXC,Fax Capital Corp,Toronto Stock Exchange,Canada,Financials,20915460.49971699,46.51226,3.56594161882429,3.81851
36,TSE:HWF,Middlefield Health + Wellness ETF,Toronto Stock Exchange,Canada,,9361251.718282526,0.2293644,10.05094202312606,12.01396
37,TSE:INF.UN,Sustainable Infrastructure Dividend Fund,Toronto Stock Exchange,Canada,Financials,14574941.376243228,,9.29894072936039,5.74018
38,TSE:JFS.UN,JFT Strategies Fund,Toronto Stock Exchange,Canada,Financials,42040106.735667504,2.047002,16.84321177326757,3.26572
39,TSE:MMP.UN,Precious Metals And Mining Trust,Toronto Stock Exchange,Canada,Basic Materials,14465917.36071804,1.756124,1.69806743753538,11.96649
40,TSE:MSV,Minco Silver Corporation,Toronto Stock Exchange,Canada,Basic Materials,0.0,,0.32344141667341,
41,TSE:RA.UN,Middlefield Global Real Asset Fund,Toronto Stock Exchange,Canada,Financials,7090159.294897712,34.01478,7.74642192932805,17.20886
42,TSE:SPPP.U,Sprott Physical Platinum+Palladium Trust,Toronto Stock Exchange,Canada,Financials,24847000.0,-0.3685618,14.23,2.89705
43,TSE:SSF.UN,Symphony Floating Rate Senior Loan Fund,Toronto Stock Exchange,Canada,Financials,-4146737.2847093074,-1.445366,6.28284951888089,5.07833
44,TSE:VLE,Valeura Energy Inc.,Toronto Stock Exchange,Canada,Energy,8010003.234675723,-0.2389549,0.39624777616044,
45,TSE:VLN,Velan Inc.,Toronto Stock Exchange,Canada,Industrials,302062995.3097202,-0.1871833,6.61491185508653,14.55971
46,TUN:BHL,BH Leasing SA,Tunis Stock Exchange,Tunisia,Industrials,12894515.707268808,-0.0042501,0.47351496519312,
47,TUN:SITS,Societe Immobiliere Tuniso-Seoudienne,Tunis Stock Exchange,Tunisia,Real Estate,16222036.11435033,1.499379,0.78801371073183,
48,TUN:SOKNA,Ste Essoukna SA,Tunis Stock Exchange,Tunisia,Consumer Cyclicals,6097021.096151808,0.0653611,0.77387893565144,
49,TYO:1311,Nomura TOPIX Core 30 ETF,Tokyo Stock Exchange,Japan,Financials,18791756.114728138,5.696843,8.41105050149569,4.89265
50,TYO:1420,Sanyo Homes Corp,Tokyo Stock Exchange,Japan,Consumer Cyclicals,470595900.052789,-0.0508102,6.41386591588949,14.17472
1,TYO:1451,KHC Ltd,Tokyo Stock Exchange,Japan,Consumer Cyclicals,102341368.99524897,-0.0147269,5.61323244765089,7.1078
2,TYO:1775,Fuji Furukawa Engineering + Const Co Ltd,Tokyo Stock Exchange,Japan,Industrials,652542671.1244061,-0.0953577,23.05120534928735,6.35942
3,TYO:1793,"OHMOTO GUMI CO., LTD.",Tokyo Stock Exchange,Japan,Industrials,645433749.7800457,-0.0720971,51.02938588773535,11.33152
4,TYO:1814,"DAISUE CONSTRUCTION CO., LTD.",Tokyo Stock Exchange,Japan,Industrials,497008622.20658094,-0.1331502,8.12950906211508,5.42407
5,TYO:1826,"Sata Construction Co., Ltd.",Tokyo Stock Exchange,Japan,Industrials,278805208.5166285,-0.1316655,4.29350695055428,12.05303
6,TYO:1827,Nakano Corp,Tokyo Stock Exchange,Japan,Industrials,1020992433.5738167,-0.0079588,3.10575400316734,
7,TYO:1841,"SANYU CONSTRUCTION CO., LTD.",Tokyo Stock Exchange,Japan,Industrials,65985518.212211855,-0.1666891,7.80397677283125,89.87484
8,TYO:1844,"OHMORI CO., LTD.",Tokyo Stock Exchange,Japan,Industrials,43590849.903220125,-0.0448949,1.71564314622559,12.22099
9,TYO:1847,"ICHIKEN Co., Ltd.",Tokyo Stock Exchange,Japan,Industrials,779729016.3645961,0.024401,16.98926623262361,3.90651
10,TYO:1853,"Mori-Gumi Co., Ltd.",Tokyo Stock Exchange,Japan,Industrials,251442899.8768256,0.070575,2.69224001407707,6.76194
11,TYO:1879,SHINNIHON CORPORATION,Tokyo Stock Exchange,Japan,Industrials,895521731.4798523,-0.0955821,7.57522435333451,5.30842
12,TYO:1905,TENOX CORPORATION,Tokyo Stock Exchange,Japan,Industrials,139951346.12000704,-0.1440139,7.40805912370227,26.90608
13,TYO:1934,YURTEC CORPORATION,Tokyo Stock Exchange,Japan,Industrials,1734048917.8250923,-0.0279542,6.29948970614112,8.49977
14,TYO:1948,Kodensha Co Ltd,Tokyo Stock Exchange,Japan,Industrials,285271863.45240194,-0.0905929,43.33098715467183,8.39603
15,TYO:1972,"Sanko Metal Industrial Co., Ltd.",Tokyo Stock Exchange,Japan,Basic Materials,283644202.00598276,-0.0516547,21.81066338201654,5.66955
16,TYO:2055,"NICHIWA SANGYO CO., LTD.",Tokyo Stock Exchange,Japan,Consumer Non-Cyclicals,351053140.9466831,-0.0494117,2.63065282421256,55.15557
17,TYO:2329,Tohokushinsha Film Corp,Tokyo Stock Exchange,Japan,Consumer Cyclicals,465194439.55657214,-0.1170891,5.62203061763153,19.04648
18,TYO:2408,"KG Intelligence CO., LTD.",Tokyo Stock Exchange,Japan,Consumer Cyclicals,16813962.69575928,-0.2255725,3.03536864332219,
19,TYO:2499,Nihonwasou Holdings Inc,Tokyo Stock Exchange,Japan,Consumer Cyclicals,40035254.26711244,-0.1742724,2.39310223473518,4.59623
20,TYO:2715,Elematec Corporation,Tokyo Stock Exchange,Japan,Industrials,1585588597.571705,0.0259829,9.8715467182826,10.56669
21,TYO:2773,Mutual Corporation,Tokyo Stock Exchange,Japan,Industrials,99297994.0172444,-0.0473772,7.26728840401197,5.83892
22,TYO:2788,"APPLE INTERNATIONAL CO., LTD.",Tokyo Stock Exchange,Japan,Consumer Cyclicals,172134172.0922048,0.1085721,2.52507478444484,7.71912
23,TYO:2795,NIPPON PRIMEX INC.,Tokyo Stock Exchange,Japan,Industrials,45645090.6211508,-0.218501,6.45785676579272,14.15843
24,TYO:2917,"OHMORIYA Co., LTD.",Tokyo Stock Exchange,Japan,Consumer Non-Cyclicals,158901812.423016,-0.0222036,6.95935245468942,11.81465
25,TYO:2982,A.D.Works Group Co Ltd,Tokyo Stock Exchange,Japan,Real Estate,,,1.40770719690304,8.24241
26,TYO:3131,Shinden Hightex Corp,Tokyo Stock Exchange,Japan,Technology,431854126.3417209,0.1085637,18.98645081822981,6.96285
27,TYO:3161,Azearth Corp,Tokyo Stock Exchange,Japan,Industrials,89793946.85905331,0.0265713,5.96515924687665,6.46073
28,TYO:3236,"PROPERST Co., Ltd.",Tokyo Stock Exchange,Japan,Real Estate,166162238.25444308,-0.2022472,1.45169804680626,6.1544
29,TYO:3261,Grandes Inc,Tokyo Stock Exchange,Japan,Real Estate,15569267.99225761,-0.3166815,3.88879113144466,10.52192
30,TYO:3277,Sansei Landic Co Ltd,Tokyo Stock Exchange,Japan,Real Estate,156383512.22945628,-0.013636,7.30248108393454,12.09273
31,TYO:3299,Mugen Estate Co Ltd,Tokyo Stock Exchange,Japan,Real Estate,306686609.18528944,-0.1214558,4.37269048038008,12.04658
32,TYO:3321,"MITACHI CO., LTD",Tokyo Stock Exchange,Japan,Technology,298087453.8096076,0.000616,7.68960056308288,6.93304
33,TYO:3388,"MEIJI ELECTRIC INDUSTRIES CO., LTD.",Tokyo Stock Exchange,Japan,Industrials,562294826.6760514,-0.2051759,11.75435509414042,9.43068
34,TYO:3437,"TOKUDEN CO.,LTD.",Tokyo Stock Exchange,Japan,Industrials,73152771.4235439,-0.2188215,20.25338729544255,8.80589
35,TYO:3440,"NISSO PRONITY Co., Ltd.",Tokyo Stock Exchange,Japan,Basic Materials,66291008.27027977,-0.1019197,6.07953545662502,10.58838
36,TYO:3454,First Brothers Co Ltd,Tokyo Stock Exchange,Japan,Financials,137625373.92222416,-0.2115047,9.10610592996657,6.96638
37,TYO:3456,TSON Co Ltd,Tokyo Stock Exchange,Japan,Consumer Cyclicals,20626104.17033257,0.3811876,,
38,TYO:3597,"JICHODO Co., Ltd.",Tokyo Stock Exchange,Japan,Consumer Cyclicals,157329139.5389759,-0.0316927,60.0915009677987,12.74263
39,TYO:3600,Fujix Ltd,Tokyo Stock Exchange,Japan,Consumer Cyclicals,51295935.245468944,-0.036387,14.02428294914658,
40,TYO:3766,"SYSTEMS DESIGN Co., Ltd.",Tokyo Stock Exchange,Japan,Technology,70102401.90040472,-0.045837,5.63962695759282,10.42157
41,TYO:3841,Jedat Inc.,Tokyo Stock Exchange,Japan,Technology,15972549.70966039,-0.0414343,12.06229104346296,18.53572
42,TYO:4224,LONSEAL CORPORATION,Tokyo Stock Exchange,Japan,Consumer Cyclicals,151038184.057716,-0.1371199,13.24124582086926,7.52337
43,TYO:4231,TIGERS POLYMER CORPORATION,Tokyo Stock Exchange,Japan,Consumer Cyclicals,321924687.6649657,-0.082272,3.74802041175436,11.55717
44,TYO:4341,SEIRYO ELECTRIC CORPORATION,Tokyo Stock Exchange,Japan,Technology,159730775.9985923,-0.1160719,7.97994017244413,9.44297
45,TYO:4550,"NISSUI PHARMACEUTICAL CO., LTD.",Tokyo Stock Exchange,Japan,Healthcare,108956537.0402956,-0.0304549,8.60461024106986,21.94558
46,TYO:4621,"ROCK PAINT CO., LTD.",Tokyo Stock Exchange,Japan,Basic Materials,205648425.12757343,-0.0466985,7.2144993841281,10.7495
47,TYO:4629,"DAISHIN CHEMICAL CO., LTD.",Tokyo Stock Exchange,Japan,Basic Materials,225635315.85430232,-0.0861596,12.53739222241774,7.53802
48,TYO:4761,SAKURA KCS Corporation,Tokyo Stock Exchange,Japan,Technology,216945275.3827204,0.0346159,7.12651768432166,12.16006
